,prognosis,symptoms,diagnosis
5128,,"Pain in the abdomen,Nausea and vomiting,Difficulty swallowing liquids and solids,Unintentional weight loss,Blood in the stool,diarrhea",Chickenpox
5129,,"Cough,Fatigue(Feeling Tired),Shortness of breath,Joint pain,fever,Loss of appetite,Fever-- usually low-grade,Night sweats,Malaise(general discomfortness,ill feeling or uneasiness)",Chickenpox
5130,,"Blurred vision,Blind spots,Floaters",Chickenpox
5131,,"Fainting/Drowsiness,Shortness of breath,Headache,Nosebleeds,Slowed growth,chest pain,Leg cramps,Loss of ability to exercise,Cold feet or legs,Failure to thrive",Dengue
5132,,"Pain in the abdomen,Blood in the stool,Dehydration,fever,Fever-- usually low-grade,diarrhea,Constant urge to have a bowel movement",Dengue
5133,,"Rapid heart rate,Shock,Fatigue(Feeling Tired),Shortness of breath,Chest tightness or congestion,Lightheadedness,Bluish color to the lips and face (cyanosis),Sharp chest or shoulder pain, made worse by a deep breath or a cough,Nasal flaring",Dengue
5134,,"Nausea and vomiting,Stupor (lack of alertness),Lethargy,Excessive sweating,Light sensitivity,Rashes,Feeling weak all over and muscle aches,Headache behind the eyes (typically during fever),Skin pain",Dengue
5135,,"Unintentional weight loss,Blood in the stool,diarrhea,Constipation,Change in bowel habits,Abdominal pain and tenderness in the lower abdomen,Narrow stools",Dengue
5136,,"Cough,Headache,Nasal congestion,Runny nose,Sneezing,Scratchy throat",Dengue
5137,,"Walking difficulty,Decreased sensation, numbness, or tingling in the top of the foot or the outer part of the upper or lower leg,Foot that drops (unable to hold the foot up),""Slapping"" gait (walking pattern in which each step makes a slapping noise),Toes drag while walking,Weakness of the ankles or feet,Loss of muscle mass because the nerves aren't stimulating the muscles",Dengue
5138,,"Paleness,general swelling,Pain that is much higher than expected with the injury,Severe pain that doesn't go away after taking pain medicine or raising the affected area,Decreased sensation, numbness, tingling, weakness of the affected area",Dengue
5139,,"Joint pain,Changes in muscle tone, especially muscle spasms and uncontrolled movements,Changes in skin temperature, switching between warm or cold,Faster growth of nails and hair,Severe burning, aching pain that worsens with the slightest touch or breeze,Skin that slowly becomes blotchy, purple, pale, or red; thin and shiny; swollen; more sweaty",Dengue
5140,,"Nausea and vomiting,Headache,Unconsciousness,Acting somewhat confused, feeling unable to concentrate, or not thinking clearly,Being drowsy, hard to wake up, or similar changes,Memory loss (amnesia) of events before the injury or right after,Seeing flashing lights, light sensitivity,Feeling like you have ""lost time"",Sleep abnormalities",Dengue
5141,,"Breaking rules without clear reason,Cruel or aggressive behavior toward people or animals (for example: bullying, fighting, using dangerous weapons, forcing sexual activity, and stealing),Not going to school (truancy, beginning before age 13),Heavy drinking or drug use,Intentionally setting fires,Lying to get a favor or avoid things they have to do,Running away,Vandalizing or destroying property",Typhoid
5142,,"An infant does not seem to be visually aware of the world around them (if cataracts are in both eyes),Gray or white cloudiness of the pupil (which is normally black),The ""red eye"" glow (red reflex) of the pupil is missing in photos, or is different between the 2 eyes,Unusual rapid eye movements (nystagmus)",Typhoid
5143,,"Convulsions (seizures),Yellowing of skin and whites of the eyes (jaundice),Rashes,Small head size compared to body, flattened back of head,Enlarged lymph nodes, liver, or spleen,Inflammation of the retina,Low birth weight,Mineral deposits in the brain",Typhoid
5144,,"Easy bruising and bleeding,Bleeding from the umbilical cord just after birth,Bleeding in the mucous membranes,Bleeding in the brain,Bleeding in the joints,Heavy bleeding after injury or surgery,Nosebleeds that do not stop easily",Typhoid
5145,,"Cough,Decreased urine output,Loss of appetite,general swelling,Low birth weight,Foamy appearance of urine",Typhoid
5146,,"Light sensitivity,Intense itching or burning eyes,Red eyes,Tearing (watery eyes),Blurred vision,Crusts that form on the eyelid overnight (most often caused by bacteria),Eye pain,Gritty feeling in the eyes",Typhoid
5147,,"Nausea and vomiting,Cough,Shortness of breath,Headache,diarrhea,Chills,Sore throat,Nasal congestion,Runny nose,Sneezing,Coughing up blood,Fever with chills and sweating,Body aches",Typhoid
5148,,"Headache,Drooping eyelids,Double vision,Eye pain,Enlarged pupil that does not get smaller when a light shines on it",Typhoid
5149,,"Increasing pressure on the brain, usually from hydrocephalus,Disrupting hormone production by the pituitary gland,Pressure or damage to the optic nerve",Typhoid
5150,,"Convulsions (seizures),Stupor (lack of alertness),Lack of coordination,Sleepiness,Muscle twitching,Personality changes and loss of social skills,Hallucinations,Blurred vision,Problem speaking ,Dementia that gets worse quickly over a few weeks or months,Changes in gait (walking),Feeling nervous",Typhoid
5151,,"Unintentional weight loss,Fatigue(Feeling Tired),fever,Loss of appetite,Fever-- usually low-grade,Cramping abdominal pain,Feeling that you need to pass stools, even though your bowels are already empty (tenesmus), it may involve straining, pain, and cramping,Watery diarrhea, which may be blood",Hepatitis A
5152,,"Difficulty breathing,Fatigue(Feeling Tired),Joint pain,Bluish skin, especially on the fingers (Raynaud phenomenon),Muscle pain,Glomerulonephritis (kidney inflammation),Purpura,Skin death,Skin ulcers",Hepatitis A
5153,,"Nausea and vomiting,Unintentional weight loss,Malaise(general discomfortness,ill feeling or uneasiness),Abdominal cramps,Diarrhea, which is often watery, non-bloody, large-volume, and occurs many times a day",Hepatitis A
5154,,"A bend in the penis, which most often begins at the area where you feel the scar tissue or hardening,Softening of the portion of the penis beyond the area of scar tissue,Narrowing of the penis,Problems with penetration or pain during intercourse,Shortening of the penis",Hepatitis A
5155,,"Blood in the urine,Fever-- usually low-grade,Foul or strong urine odor,Foamy appearance of urine,Pain or burning with urination,Pressure or cramping in the lower middle abdomen or back,Strong need to urinate often, even right after the bladder has been emptied",Hepatitis A
5156,,"Fatigue(Feeling Tired),fever,Loss of appetite,Fever-- usually low-grade,Malaise(general discomfortness,ill feeling or uneasiness),Sore throat,Rashes,Feeling weak all over and muscle aches,Enlarged lymph nodes, especially in the neck",Hepatitis A
5157,,"Pain in the arms or legs,Swelling of legs,Swelling of arms,Skin redness,Skin that feels warm to the touch",Hepatitis A
5158,,"Decreased urine output,Headache,Excessive thirst,Muscle cramps,dark urine,Dry skin,Dry or sticky mouth",Hepatitis A
5159,,"Fainting/Drowsiness,Stupor (lack of alertness),Incoordination,Altered level of consciousness,Changes in alertness (usually more alert in the morning, less alert at night),Changes in feeling (sensation) and perception,Decrease in short-term memory and recall,Disorganized thinking, such as talking in a way that doesn't make sense,Emotional or personality changes, such as anger, agitation, depression, irritability, and overly happy,Incontinence,Movements triggered by changes in the nervous system,Problem concentrating",Hepatitis A
5160,,"Stupor (lack of alertness),Fatigue(Feeling Tired),Sleepiness,fever,Fever-- usually low-grade,Having an unusual temper or agitation,Light sensitivity,Hallucinations,Irritability,Restlessness,tremor in full body,Changes in mental function,Deep sleep that lasts for a day or longer,Sudden, severe confusion (delirium),Excitement or fear,Bursts of energy,Quick mood changes,Sensitivity to light, sound, touch",Hepatitis A
5161,,"Misplacing items,Difficulty doing more than one task at a time,Difficulty solving problems or making decisions,Forgetting names of familiar people, recent events, or conversations,Taking longer to do more difficult mental activities,Personality changes and loss of social skills, which can lead to inappropriate behaviors,Losing interest in things previously enjoyed, flat mood,Getting lost on familiar routes.1",Hepatitis B
5162,,"Nausea and vomiting,Difficulty breathing,Cough,Fatigue(Feeling Tired),Headache,Joint pain,Swollen lymph nodes in the neck, under arms, and groin,Sore throat,Nasal congestion,Muscle aches and joint stiffness from swelling of the tissue over the joint,Headaches, especially in the back of the head",Hepatitis B
5163,,"Avoiding being alone,Avoiding personal responsibility,Becoming easily hurt by criticism or disapproval,Becoming overly focused on fears of being abandoned,Becoming very passive in relationships,Feeling very upset or helpless when relationships end,Having difficulty making decisions without support from others,Having problems expressing disagreements with others",Hepatitis B
5164,,"Extremely itchy bumps or blisters, most often on the elbows, knees, back, and buttocks,Rashes that are usually the same size and shape on both sides,The rash can look like eczema,Scratch marks and skin erosions instead of blisters in some people",Hepatitis B
5165,,"Difficulty swallowing liquids and solids,Shortness of breath,Muscle stiffness,Muscle weakness,Purple color to the upper eyelids,Purple-red skin rash",Hepatitis B
5166,,"Clumsiness,Delays in sitting up, crawling, and walking,Problems with sucking and swallowing during first year of life,Problems with gross motor coordination (for example, jumping, hopping, or standing on one foot),Problems with visual or fine motor coordination (for example, writing, using scissors, tying shoelaces, or tapping one finger to another)",Hepatitis B
5167,,"Increased need to urinate,Unintentional weight loss,Fatigue(Feeling Tired),Excessive thirst,Blurred vision,Hunger",Hepatitis B
5168,,"Cough,Fatigue(Feeling Tired),Shortness of breath,weakness,Loss of appetite,Swelling of feet,Unconsciousness,Irregular heartbeat, slow or fast pulse,Chest pain or pressure (more likely with exercise),swelling of ankles",Hepatitis B
5169,,"Bluish skin(fingernails and lips),Difficulty breathing,Difficulty swallowing liquids and solids,Hoarseness,fever,Fever-- usually low-grade,Chills,Sore throat,Tongue thrusting, drooling,Skin sores (lesions),Croup-like (barking) cough,Bloody, watery drainage from nose",Hepatitis B
5170,,"Pain in the abdomen,fever,Back pain,Fever-- usually low-grade,Stiffness in the neck,Irritability,Difficulty getting up and standing,Increased curvature of the back,Sweating at night,Recent flu-like symptoms,Refusal to sit up, stand, or walk (younger child),neck pain,back stiffness",Hepatitis B
